var_id	var_name	var_value	var_reduced_cost
0	x_A,N,C,B,D,F,0	484.0	0.0
6	x_A,N,C,B,D,G,0	20.0	0.0
12	x_A,N,C,B,D,I,0	191.0	0.0
18	x_A,N,C,B,D,J,0	351.0	0.0
24	x_A,N,C,B,D,K,0	898.0	0.0
30	x_A,N,C,B,D,M,0	57.0	0.0
36	x_A,N,C,B,D,N,0	384.0	0.0
42	x_A,N,C,B,D,O,0	1026.0	0.0
48	x_A,N,C,B,D,S,0	38.0	0.0
54	x_A,N,C,B,E,G,0	131.0	0.0
60	x_A,N,C,B,E,I,0	96.0	0.0
66	x_A,N,C,B,E,J,0	354.0	0.0
72	x_A,N,C,B,E,K,0	2168.0	0.0
78	x_A,N,C,B,E,M,0	35.0	0.0
84	x_A,N,C,B,E,N,0	196.0	0.0
90	x_A,N,C,B,E,O,0	594.0	0.0
96	x_A,N,C,B,F,G,0	41.0	0.0
102	x_A,N,C,B,F,I,0	189.0	0.0
108	x_A,N,C,B,F,J,0	306.0	0.0
114	x_A,N,C,B,F,K,0	445.0	0.0
120	x_A,N,C,B,F,M,0	22.0	0.0
126	x_A,N,C,B,F,N,0	93.0	0.0
132	x_A,N,C,B,F,O,0	269.0	0.0
138	x_A,N,C,B,G,G,0	333.0	0.0
144	x_A,N,C,B,G,I,0	160.0	0.0
150	x_A,N,C,B,G,J,0	641.0	0.0
156	x_A,N,C,B,G,K,0	4097.0	0.0
162	x_A,N,C,B,G,M,0	27.0	0.0
168	x_A,N,C,B,G,N,0	47.0	0.0
174	x_A,N,C,B,G,O,0	583.0	0.0
180	x_A,N,C,B,H,F,0	51.0	0.0
186	x_A,N,C,B,I,I,0	23.0	0.0
192	x_A,N,C,B,I,K,0	203.0	0.0
198	x_A,N,C,B,I,N,0	21.0	0.0
204	x_A,N,C,B,I,O,0	57.0	0.0
210	x_A,N,C,G,C,F,0	47.0	0.0
216	x_A,N,C,G,C,I,0	25.0	0.0
222	x_A,N,C,G,C,J,0	29.0	0.0
228	x_A,N,C,G,C,K,0	29.0	0.0
234	x_A,N,C,G,C,M,0	22.0	0.0
240	x_A,N,C,G,C,N,0	70.0	0.0
246	x_A,N,C,G,C,O,0	185.0	0.0
252	x_A,N,C,G,D,F,0	2853.0	0.0
258	x_A,N,C,G,D,G,0	50.0	0.0
264	x_A,N,C,G,D,I,0	411.0	0.0
270	x_A,N,C,G,D,J,0	622.0	0.0
276	x_A,N,C,G,D,K,0	994.0	0.0
282	x_A,N,C,G,D,M,0	777.0	0.0
288	x_A,N,C,G,D,N,0	2260.0	0.0
294	x_A,N,C,G,D,O,0	2666.0	0.0
300	x_A,N,C,G,D,R,0	33.0	0.0
306	x_A,N,C,G,E,F,0	23.0	0.0
312	x_A,N,C,G,E,G,0	133.0	0.0
318	x_A,N,C,G,E,I,0	51.0	0.0
324	x_A,N,C,G,E,J,0	648.0	0.0
330	x_A,N,C,G,E,K,0	1384.0	0.0
336	x_A,N,C,G,E,M,0	35.0	0.0
342	x_A,N,C,G,E,N,0	390.0	0.0
348	x_A,N,C,G,E,O,0	874.0	0.0
354	x_A,N,C,G,F,I,0	65.0	0.0
360	x_A,N,C,G,F,J,0	181.0	0.0
366	x_A,N,C,G,F,K,0	230.0	0.0
372	x_A,N,C,G,F,M,0	49.0	0.0
378	x_A,N,C,G,F,N,0	117.0	0.0
384	x_A,N,C,G,F,O,0	346.0	0.0
390	x_A,N,C,G,G,G,0	213.0	0.0
396	x_A,N,C,G,G,I,0	103.0	0.0
402	x_A,N,C,G,G,J,0	338.0	0.0
408	x_A,N,C,G,G,K,0	2004.0	0.0
414	x_A,N,C,G,G,N,0	195.0	0.0
420	x_A,N,C,G,G,O,0	1139.0	0.0
426	x_A,N,C,G,H,F,0	190.0	0.0
